eat,A1
,
download,A2
,
dream,A2
,
dress,A2
,
dry,A2
,
earn,A2
,
enter,A2
,
compare,B1
,
consider,B1
,
continue,B1
,
crash,B1
,
decrease,B1
,
develop,B1
,
dial,B1
,
direct,B1
,
dream,B1
,
enter,B1
,
entertain,B1
,
exercise,B1
,
exit,B1
,
explode,B1
,
contribute,B2
,
cool,B2
,
decay,B2
,
donate,B2
,
double,B2
,
escape,B2
,
expand,B2
,
export,B2
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
fade,B2
,
conquer,C1
,
contradict,C1
,
contribute,C1
,
deepen,C1
,
deliver,C1
,
differentiate,C1
,
diminish,C1
,
dominate,C1
,
donate,C1
,
exaggerate,C1
,
compensate,C2
,
conceive,C2
,
contract,C2
,
convert,C2
,
cross,C2
,
crumble,C2
,
debate,C2
,
deepen,C2
,
delegate,C2
,
dim,C2
,
dissolve,C2
,
drain,C2
,
devil,B2
,
fantastic,A2
,
,
cool,A2
,
,
empirical,C2
,
evidently,B2
,
evident,B2
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
deceased,C2
,
due,C2
,
dead,C2
,
dead,C1
,
dump,C2
,
faraway,C2
,
disabled,B1
,
,
disorganized,B2
,
,
dissatisfied,B2
,
,
disrespectful,C2
,
,
dishonestly,C1
,
,
dishonest,B2
,
,
dislike,B2
,
,
comfortable,A2
,
,
comparable,C1
,
,
comfortable,C2
,
comfortable,B1
,
,
enjoyable,B1
,
,
comfortable,B2
,
,
desirable,B2
,
,
cultural,B1
,
critical,C2
,
dental,B2
,
,
fatal,B2
,
,
facial,C2
,
,
critical,B2
,
criminal,B2
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
exceptional,B2
,
,
educational,B2
,
economical,B2
,
environmental,B1
,
ecological,B2
,
emotional,B2
,
,
emotional,B2
,
,
cynical,C2
,
,
constitutional,C2
,
digital,A2
,
digital,B1
,
electrical,B1
,
dominant,C2
,
,
engaged,B1
,
damaged,B1
,
,
decaffeinated,C2
,
detached,C1
,
,
depressed,C2
,
excited,A1
,
,
confused,B1
,
,
delighted,B1
,
,
disappointed,B1
,
,
embarrassed,B1
,
,
exhausted,B1
,
,
experienced,B1
,
,
concerned,B2
,
,
convinced,B2
,
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
determined,B2
,
,
devoted,B2
,
,
distinguished,B2
,
,
fascinated,B2
,
,
committed,C2
,
,
conceited,C2
,
,
detached,C2
,
,
dignified,C2
,
,
elated,C2
,
,
developed,B2
,
divorced,B1
,
engaged,B1
,
different,A1
,
,
different,B1
,
,
confident,B1
,
,
competent,C1
,
,
designer,B2
,
delightful,B2
,
,
dreadful,B2
,
,
doubtful,B2
,
,
compatible,C2
,
,
compatible,C1
,
domestic,B2
,
,
economic,B2
,
dynamic,B2
,
,
energetic,B2
,
,
enthusiastic,B2
,
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
democratic,B2
,
domestic,B2
,
electric,A2
,
electric,B1
,
electronic,B1
,
electronic,B1
,
disgusting,B1
,
,
exciting,A1
,
,
confusing,B1
,
,
disappointing,B1
,
,
easygoing,B1
,
,
embarrassing,B1
,
,
depressing,B2
,
,
distressing,B2
,
,
encouraging,B2
,
,
exhausting,B2
,
,
fascinating,B2
,
,
developing,B2
,
education,B1
,
expectation,B2
,
,
corporation,B2
,
community,B2
,
decorative,B2
,
,
extensive,B2
,
,
creative,B1
,
,
competitive,B2
,
,
cooperative,B2
,
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
decisive,B2
,
,
expressive,C2
,
,
competitive,B2
,
competitive,B2
,
criticize,B2
,
especially,A2
,
completely,B1
,
exactly,B1
,
extremely,B1
,
consequently,B2
,
deeply,B2
,
desperately,B2
,
entirely,B2
,
exactly,B2
,
extraordinarily,B2
,
fantastically,B2
,
exactly,A2
,
,
fairly,B1
,
,
densely,B2
,
,
ecologically,B2
,
environmentally,B2
,
elegantly,B2
,
,
cowardly,B2
,
,
curiously,B1
,
,
dangerously,B1
,
,
excitedly,B1
,
,
confidently,B2
,
,
creatively,B2
,
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
cruelly,B2
,
,
desperately,B2
,
,
eagerly,B2
,
,
emotionally,B2
,
,
enthusiastically,B2
,
,
electronically,B2
,
conscious,C1
,
,
enormous,B1
,
,
disastrous,C1
,
,
fabulous,C1
,
,
famous,A1
,
,
dangerous,A2
,
,
curious,B1
,
,
conscientious,C1
,
,
courageous,C1
,
,
courteous,C2
,
,
dirty,A2
,
,
curly,B1
,
,
comic,B1
,
comedian,B2
,
deaf,B1
,
,
dizzy,B2
,
,
dry,C1
,
,
dumb,C1
,
,
dead,C2
,
,
eyelash,B2
,
,
complex,C2
,
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
dear,A1
,
complete,B1
,
down,B1
,
far,B2
,
dark,A1
,
,
cream,A2
,
,
deep,A2
,
,
double,A2
,
,
excellent,A2
,
,
extra,A2
,
,
deep,B1
,
,
equal,B1
,
,
exact,B1
,
,
extraordinary,B1
,
,
FALSE,B1
,
,
decent,B2
,
,
deep,B2
,
,
delicate,B2
,
,
delicate,B2
,
,
dense,B2
,
,
distant,B2
,
,
entire,B2
,
,
extreme,B2
,
,
faint,B2
,
,
FALSE,B2
,
,
dull,C1
,
,
fake,C1
,
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
crisp,C2
,
,
dated,C2
,
,
defective,C2
,
,
desperate,C2
,
,
dry,C2
,
,
elaborate,C2
,
,
down,A1
,
,
down,A2
,
,
else,A2
,
,
deep,B1
,
,
down,B1
,
,
extra,B1
,
,
elementary,B1
,
dairy,B2
,
dry,C1
,
crisp,A2
,
downstairs,B1
,
,
downstairs,A2
,
,
complex,C1
,
,
extravagant,C2
,
dry,A2
,
dry,A2
,
cool,B1
,
damp,B2
,
environmentally friendly,B2
,
crisp,C2
,
ecology,C1
,
fat,A1
,
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
fair,A2
,
,
elderly,B1
,
,
elegant,B2
,
,
crazy,A2
,
,
cruel,B1
,
,
difficult,B1
,
,
content,B2
,
,
crazy,B2
,
,
dear,B2
,
,
decent,B2
,
,
deep,B2
,
,
desperate,B2
,
,
desperate,B2
,
,
down,B2
,
,
eager,B2
,
,
evil,B2
,
,
expert,B2
,
,
cool,C1
,
,
corrupt,C1
,
,
devastated,C1
,
,
distant,C1
,
,
FALSE,C1
,
,
cool,C2
,
,
defensive,C2
,
,
diplomatic,C2
,
,
eccentric,C2
,
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
eminent,C2
,
,
contempt,C2
,
,
consider,C2
,
,
diplomatic,C1
,
extreme,C2
,
council,B2
,
defeat,B2
,
family,A1
,
couple,B1
,
family,B1
,
down,C1
,
executive,C1
,
Dr,A2
,
committee,B2
,
crew,B2
,
drunk,B2
,
disposable,C2
,
disloyal,C2
,
disorganized,B2
,
disadvantaged,C1
,
disgusted,C1
,
disillusioned,C2
,
disruptive,C2
,
dismiss,C1
,
fashionable,B1
,
considerable,B2
,
cultural,B1
,
essential,B1
,
commercial,B2
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
controversial,B2
,
conventional,B2
,
critical,B2
,
critical,B2
,
crucial,B2
,
external,B2
,
external,B2
,
fatal,B2
,
confidential,C1
,
electrical,C1
,
commercial,C2
,
continental,C2
,
essential,C2
,
ethical,C2
,
ethical,C2
,
exceptional,C2
,
experimental,C2
,
dominant,C1
,
crowded,A2
,
dressed,A2
,
complicated,B1
,
depressed,B1
,
dressed,B1
,
confused,B2
,
detailed,B2
,
divided,B2
,
educated,B2
,
endangered,B2
,
estimated,B2
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
concerned,C2
,
disturbed,C2
,
engrossed,C2
,
convenient,B1
,
convenient,B1
,
efficient,B1
,
confident,B2
,
dependent,B2
,
consistent,C2
,
doubtful,B2
,
faithful,B2
,
eventful,C2
,
faithful,C2
,
faithful,C2
,
edible,C1
,
eligible,C1
,
compatible,C2
,
dramatic,B2
,
exotic,B2
,
ethnic,C1
,
dynamic,C2
,
electric,C2
,
demanding,B2
,
entertaining,B2
,
existing,B2
,
convincing,C1
,
comforting,C2
,
corresponding,C2
,
cunning,C2
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
disturbing,C2
,
condition,B1
,
distribution,C1
,
fascination,C1
,
condition,C2
,
diversity,C1
,
expensive,A1
,
communicative,B2
,
effective,B2
,
exclusive,B2
,
comparative,C1
,
comprehensive,C1
,
conservative,C1
,
constructive,C1
,
decisive,C1
,
distinctive,C1
,
excessive,C1
,
exclusive,C1
,
exhaustive,C1
,
compulsive,C2
,
compulsive,C2
,
conclusive,C2
,
consecutive,C2
,
elusive,C2
,
explosive,C2
,
explosive,C2
,
endless,B2
,
countless,C1
,
daily,A2
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
daily,A2
,
easily,A2
,
correctly,B1
,
definitely,B1
,
differently,B1
,
directly,B1
,
comfortably,B2
,
considerably,B2
,
constantly,B2
,
continuously,B2
,
conveniently,B2
,
critically,B2
,
culturally,B2
,
curiously,B2
,
currently,B2
,
deliberately,B2
,
directly,B2
,
dramatically,B2
,
effectively,B2
,
efficiently,B2
,
equally,B2
,
especially,B2
,
essentially,B2
,
eventually,B2
,
fairly,B2
,
commonly,C1
,
comprehensively,C1
,
continually,C1
,
easily,C1
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
equally,C1
,
equally,C1
,
exclusively,C1
,
conclusively,C2
,
consistently,C2
,
diplomatically,C2
,
effectively,C2
,
department,A2
,
delicious,B1
,
continuous,B2
,
continuous,B2
,
dusty,B1
,
contradictory,C2
,
difficult,A1
,
easy,A1
,
fast,A1
,
correct,A2
,
dark,A2
,
dead,A2
,
early,A2
,
east,A2
,
empty,A2
,
common,B1
,
common,B1
,
complete,B1
,
correct,B1
,
cosy,B1
,
direct,B1
,
due,B1
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
dull,B1
,
duty-free,B1
,
early,B1
,
eastern,B1
,
face-to-face,B1
,
fair,B1
,
fair,B1
,
familiar,B1
,
complex,B2
,
compulsory,B2
,
constant,B2
,
contemporary,B2
,
current,B2
,
dead,B2
,
deadly,B2
,
definite,B2
,
deliberate,B2
,
direct,B2
,
diverse,B2
,
eastern,B2
,
equal,B2
,
expected,B2
,
extreme,B2
,
far,B2
,
common,C1
,
concrete,C1
,
considerate,C1
,
continual,C1
,
corporate,C1
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
cosmopolitan,C1
,
customary,C1
,
cutting-edge,C1
,
dark,C1
,
day-to-day,C1
,
dedicated,C1
,
delicate,C1
,
deprived,C1
,
deserted,C1
,
devastating,C1
,
direct,C1
,
distinct,C1
,
distinct,C1
,
distressed,C1
,
down-to-earth,C1
,
downward,C1
,
drastic,C1
,
dual,C1
,
empty,C1
,
equivalent,C1
,
excess,C1
,
extinct,C1
,
fair,C1
,
complimentary,C2
,
complimentary,C2
,
concrete,C2
,
constant,C2
,
contrary,C2
,
crude,C2
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
crude,C2
,
dazed,C2
,
dazzling,C2
,
dazzling,C2
,
dead,C2
,
deceptive,C2
,
dedicated,C2
,
deep,C2
,
definitive,C2
,
delicate,C2
,
detrimental,C2
,
devastating,C2
,
dim,C2
,
discreet,C2
,
distant,C2
,
distinct,C2
,
dubious,C2
,
dubious,C2
,
due,C2
,
eventual,C2
,
explicit,C2
,
explicit,C2
,
exquisite,C2
,
early,A1
,
early,A2
,
east,A2
,
else,A2
,
else,A2
,
enough,A2
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
even,A2
,
ever,A2
,
everywhere,A2
,
far,A2
,
fast,A2
,
either,B1
,
even,B1
,
face to face,B1
,
elsewhere,B2
,
downwards,C1
,
drastically,C1
,
exceptionally,C1
,
decisively,C2
,
downhill,C2
,
fast,C2
,
crowd,A2
,
crew,B1
,
fall,B1
,
cost,B2
,
end,B2
,
enemy,B2
,
escape,B2
,
fall,B2
,
elite,C1
,
excess,C1
,
exhaust,C1
,
exhaust,C1
,
fall,C1
,
consensus,C2
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
crystal,C2
,
essence,C2
,
exile,C2
,
do,A2
,
compose,B2
,
correct,B2
,
correct,B2
,
drown,B2
,
educate,B2
,
elect,B2
,
entitle,B2
,
establish,B2
,
consider,C1
,
crowd,C1
,
dictate,C1
,
dissolve,C1
,
divide,C1
,
embrace,C1
,
embrace,C1
,
entitle,C1
,
evolve,C1
,
exhibit,C1
,
concede,C2
,
concede,C2
,
drown,C2
,
embrace,C2
,
establish,C2
,
establish,C2
,
exhibit,C2
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
goalkeeper,B1
,
grant,B2
,
gender,B2
,
,
guy,A2
,
,
guts,B2
,
,
granddad,A2
,
grandma,A2
,
grandpa,A2
,
granny,A2
,
insert,C1
,
insert,C1
,
inhabit,C2
,
garment,C1
,
infant,C2
,
inquiry,C2
,
infer,C2
,
gang,C2
,
heaven,B2
,
guts,C2
,
get,B2
,
hit,C2
,
intolerance,C2
,
,
impatience,C2
,
,
intruder,C2
,
installation,C1
,
interaction,C1
,
import,C1
,
import,C2
,
insomnia,C2
,
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
invade,B2
,
introvert,C2
,
,
input,B2
,
interval,B1
,
interfere,B2
,
intervene,C2
,
guidance,B2
,
insurance,B2
,
ignorance,C2
,
,
independence,B2
,
,
intelligence,B2
,
,
innocence,C2
,
,
influence,B2
,
,
independence,B2
,
freezer,B1
,
heater,B1
,
,
helper,B2
,
footballer,A2
,
firefighter,B1
,
feeling,B1
,
,
greeting,B1
,
handwriting,B1
,
heating,A2
,
,
funding,C1
,
ironing,B1
,
fighting,B2
,
feeling,B1
,
,
feeling,B2
,
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
feeling,B1
,
,
fishing,A2
,
ice skating,B1
,
illustration,C1
,
infection,B2
,
,
introduction,B2
,
identification,A2
,
information,A2
,
invitation,A2
,
introduction,B2
,
institution,B2
,
,
inflation,B2
,
identification,B2
,
introduction,B2
,
invasion,B2
,
impression,B2
,
,
imagination,B1
,
,
frustration,B2
,
,
inspiration,B2
,
,
irritation,C2
,
,
generation,B2
,
immigration,B1
,
immigration,B2
,
generosity,B2
,
,
hostility,C2
,
,
humanity,C2
,
,
humility,C2
,
,
integrity,C2
,
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
identity,B2
,
,
hospitality,C1
,
imprisonment,C2
,
investment,B2
,
fulfilment,C2
,
,
government,B2
,
illness,B1
,
,
fitness,B1
,
,
illness,B2
,
,
happiness,B1
,
,
greatness,B2
,
,
investor,B2
,
instructor,B1
,
inspector,B2
,
friendship,B1
,
fish,A1
,
horse,A1
,
insect,A2
,
fly,B1
,
frog,B1
,
giraffe,B1
,
goat,B1
,
feather,B2
,
fox,B2
,
horn,C1
,
fur,B1
,
film,A1
,
guitar,A1
,
instrument,A2
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
festival,B1
,
flute,B1
,
gallery,B1
,
headline,B1
,
hero,B1
,
guest,B2
,
image,B2
,
issue,B2
,
index,C1
,
feature,C2
,
flashback,C2
,
house,C2
,
hip-hop,A2
,
fiction,B1
,
folk,B1
,
harmony,C2
,
graphics,B1
,
go,B2
,
foot,A1
,
,
hand,A1
,
,
head,A1
,
,
finger,A2
,
,
headache,A2
,
,
heart,A2
,
,
forehead,B1
,
,
heart attack,B1
,
,
human,B1
,
,
fingernail,B2
,
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
gum,B2
,
,
heel,B2
,
,
hip,B2
,
,
gene,C1
,
,
fist,C2
,
,
flashback,C2
,
,
health,A2
,
,
flu,B1
,
,
health care,C1
,
,
fever,B1
,
,
injury,B2
,
,
immune system,C2
,
,
hurt,A2
,
,
freeze,B2
,
,
have,A1
,
,
have,A2
,
,
infect,C1
,
,
infect,C2
,
,
heal,B2
,
,
hat,A1
,
glove,A2
,
handbag,A2
,
heel,B1
,
helmet,B2
,
hood,B2
,
gear,B2
,
glasses,A1
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
file,A2
,
form,A2
,
ID card,A2
,
figure,B1
,
form,B1
,
full stop,B1
,
guess,B1
,
identity card,B1
,
inquiry,B1
,
interview,B1
,
interview,B1
,
issue,B1
,
fight,B2
,
first language,B2
,
graph,B2
,
handout,B2
,
hint,B2
,
hint,B2
,
hyphen,B2
,
idiom,B2
,
insult,B2
,
groan,C2
,
inquiry,C2
,
grammar,A2
,
feedback,B2
,
fluency,B2
,
gossip,B2
,
ID,A2
,
ink,B1
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
implication,C2
,
inverted commas,B2
,
insist,B1
,
fight,B2
,
gossip,B2
,
insist,B2
,
groan,C2
,
invite,A1
,
give,A2
,
get,B1
,
greet,B1
,
inform,B1
,
guarantee,B2
,
highlight,B2
,
highlight,B2
,
indicate,B2
,
insult,B2
,
invent,B2
,
illustrate,C1
,
instruct,C1
,
interpret,C1
,
invite,C1
,
imply,C2
,
introduce,C2
,
guess,A2
,
forgive,B1
,
hear,B1
,
interrupt,B1
,
inquire,B2
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
interpret,B2
,
gang,B2
,
guilt,B2
,
gram,A2
,
,
foot,B1
,
,
inch,B1
,
,
glass,A1
,
,
green,A2
,
,
grey,A2
,
,
height,B1
,
,
increase,B2
,
,
increase,B1
,
,
form,B1
,
grade,B1
,
field,B2
,
graduate,B2
,
homework,A1
,
history,A2
,
gym,B1
,
graduate,B2
,
instruct,C2
,
glass,A1
,
fork,A2
,
fridge,A2
,
grape,A2
,
frying pan,B1
,
grill,B1
,
feast,C1
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
fish,A1
,
garlic,A2
,
ham,A2
,
honey,A2
,
flour,B1
,
hunger,B1
,
fibre,C1
,
food,A1
,
fruit,A1
,
ice cream,A1
,
flavour,B1
,
have,A1
,
grill,B1
,
freeze,B1
,
fry,B1
,
flat,A1
,
,
garden,A1
,
,
house,A1
,
,
floor,A2
,
,
garage,A2
,
,
gate,A2
,
,
hall,A2
,
,
hall,A2
,
,
fire station,B1
,
,
frame,B1
,
,
gym,B1
,
,
hut,B1
,
,
iron,B1
,
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
fence,B2
,
,
frame,B2
,
,
hook,B2
,
,
furniture,A2
,
,
flesh,C2
,
,
home,A1
,
,
the first floor,B1
,
,
the ground floor,B1
,
,
fee,B1
,
grant,B1
,
fortune,B2
,
fund,C1
,
finance,B2
,
interest,C1
,
interest,C1
,
fund,C1
,
flower,A1
,
field,A2
,
hill,A2
,
island,A2
,
flood,B1
,
forecast,B1
,
hedge,B2
,
habitat,C1
,
iceberg,C1
,
grass,A1
,
geography,A2
,
gold,A2
,
ice,A2
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
heat,B1
,
iron,B1
,
global warming,B2
,
ground,B2
,
hail,C2
,
fog,A2
,
forest,A2
,
frost,B2
,
gas,B2
,
harvest,B2
,
grow,A2
,
flood,B1
,
freeze,B1
,
fight,B1
,
hug,B1
,
fight,B2
,
glance,B2
,
go,B2
,
help,A2
,
housework,B1
,
habit,B1
,
grip,B2
,
hold,B2
,
gaze,C2
,
fish,B1
,
hide,B1
,
fight,B2
,
freeze,B2
,
hesitate,B2
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
giggle,C2
,
glare,C2
,
grin,C2
,
find,A1
,
,
give,A1
,
find,A2
,
get,A2
,
give,A2
,
hear,A2
,
hit,A2
,
hold,A2
,
fetch,B1
,
finish,B1
,
fix,B1
,
follow,B1
,
form,B1
,
give,B1
,
hand,B1
,
handle,B1
,
hide,B1
,
hit,B1
,
hold,B1
,
hold,B1
,
hug,B1
,
imagine,B1
,
install,B1
,
invent,B1
,
fit,B2
,
fix,B2
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
forbid,B2
,
force,B2
,
found,B2
,
free,B2
,
gather,B2
,
grip,B2
,
guard,B2
,
guard,B2
,
identify,B2
,
identify,B2
,
ignore,B2
,
implement,B2
,
introduce,B2
,
grasp,C1
,
imitate,C1
,
impose,C1
,
impose,C1
,
inspect,C1
,
force,C2
,
haul,C2
,
initiate,C2
,
finish,A1
,
hear,A1
,
help,A1
,
fill,A2
,
follow,A2
,
help,A2
,
hurry,A2
,
improve,A2
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
fight,B1
,
fold,B1
,
grab,B1
,
hang,B1
,
iron,B1
,
fight,B2
,
fight,B2
,
fire,B2
,
gather,B2
,
hunt,B2
,
invest,B2
,
flee,C1
,
form,C2
,
girl,A1
,
,
haircut,B1
,
,
feature,B2
,
,
figure,B2
,
,
grown-up,B2
,
,
fringe,C2
,
,
hair,A1
,
,
grow,B1
,
,
favourite,B1
,
,
fool,B1
,
,
head,B1
,
,
hero,B1
,
,
idea,B1
,
,
figure,B2
,
,
gentleman,B2
,
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
idiot,B2
,
,
fun,A1
,
,
force,B2
,
,
grief,B2
,
,
guilt,B2
,
,
honesty,B2
,
,
honour,B2
,
,
horror,B2
,
,
humour,B2
,
,
hatred,C1
,
,
initiative,C1
,
,
hypocrisy,C2
,
,
fear,B1
,
,
heart,B1
,
,
hope,B1
,
,
freedom,B2
,
,
image,B2
,
,
honour,B2
,
,
hate,A2
,
,
interest,B1
,
,
fear,B2
,
,
fear,B2
,
,
feel,B2
,
,
impress,B2
,
,
inspire,B2
,
,
inspire,B2
,
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
inspire,B2
,
,
irritate,C1
,
,
hope,A2
,
,
feel,B1
,
,
hurt,B1
,
,
friend,A1
,
husband,A1
,
girlfriend,A2
,
grandchild,A2
,
granddaughter,A2
,
grandfather,A2
,
grandmother,A2
,
grandparent,A2
,
grandson,A2
,
guest,A2
,
girlfriend,B1
,
groom,B1
,
funeral,B2
,
gang,B2
,
host,B2
,
football,A1
,
game,A1
,
game,A2
,
goal,A2
,
goal,A2
,
hobby,A2
,
field,B1
,
final,B1
,
go,B1
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
favourite,C2
,
foul,C2
,
football,A1
,
golf,A2
,
hockey,A2
,
gymnastics,B1
,
ice hockey,B1
,
guarantee,B2
,
goods,B1
,
hold,B2
,
file,A2
,
folder,B1
,
hard drive,B2
,
hit,B2
,
icon,B2
,
IT,A2
,
hardware,B1
,
flash,B2
,
go,C2
,
generate,B2
,
Google,B2
,
flight,A2
,
guest,A2
,
guidebook,A2
,
helicopter,A2
,
ferry,B1
,
garage,B1
,
gate,B1
,
harbour,B1
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
horn,B2
,
holiday,A1
,
fly,A1
,
go,A1
,
go,A1
,
fly,A2
,
go,B1
,
fly,C2
,
guide,A2
,
firm,B1
,
guard,B1
,
head,B1
,
industry,B1
,
fisherman,B2
,
giant,C2
,
industry,B2
,
holiday,A1
,
head,B2
,
haunt,B2
,
,
indifference,C2
,
inconvenience,C1
,
interference,C1
,
interference,C2
,
intruder,C2
,
installation,C1
,
integration,C1
,
inclusion,C1
,
inhibition,C2
,
intrusion,C2
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
intervention,C2
,
impossibility,C2
,
inferiority,C2
,
insecurity,C2
,
inequality,C2
,
inability,C1
,
import,B2
,
inferior,C2
,
influx,C2
,
input,B2
,
inaccuracy,C1
,
injustice,C1
,
insight,C1
,
intrude,C2
,
invade,C1
,
inherit,C2
,
invade,C2
,
integrate,C1
,
inherit,C2
,
interval,C2
,
interact,B2
,
interfere,C1
,
importance,B1
,
inheritance,C2
,
innocence,C1
,
headteacher,A2
,
foreigner,B1
,
hairdresser,B1
,
hairdryer,B1
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
gardener,B2
,
follower,C2
,
founder,C2
,
further,C2
,
gardening,B2
,
hunting,B2
,
housing,C1
,
generation,B1
,
generation,B2
,
generation,B2
,
institution,B2
,
foundation,C1
,
foundation,C2
,
fraction,C2
,
imitation,C2
,
inspiration,C2
,
institution,C2
,
foundation,C1
,
industrialization,C1
,
isolation,C1
,
implementation,C2
,
isolation,C2
,
invention,B1
,
intention,B2
,
interruption,B2
,
introduction,B2
,
investigation,B2
,
generalization,C1
,
indication,C1
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
innovation,C1
,
inspection,C1
,
hesitation,C2
,
illustration,C2
,
inclination,C2
,
indication,C2
,
inspection,C2
,
intuition,C2
,
invasion,C2
,
impression,B2
,
introduction,C1
,
invitation,C2
,
guitarist,B1
,
flexibility,B2
,
humanity,C1
,
humanity,C2
,
individuality,C2
,
intensity,C2
,
identity,B2
,
imperative,B2
,
generalize,C1
,
improvement,B1
,
investment,B2
,
harassment,C1
,
fulfilment,C2
,
improvement,B1
,
involvement,B2
,
friendliness,B2
,
forgiveness,C2
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
goodness,C2
,
homelessness,C2
,
inspector,B2
,
inventor,B2
,
investigator,B2
,
indicator,C2
,
hardship,C1
,
gambling,B2
,
hotel,A1
,
hour,A1
,
first name,A2
,
folder,A2
,
friend,A2
,
gift,A2
,
head,A2
,
housewife,A2
,
idea,A2
,
favour,B1
,
festival,B1
,
fifth,B1
,
figure,B1
,
film-maker,B1
,
fine,B1
,
finish,B1
,
fire,B1
,
firework,B1
,
flag,B1
,
floor,B1
,
fountain,B1
,
https://www.englishproﬁle.org/wordlists/evp,
19/07/2021,English Proﬁle - EVP Online
Base Word,Level
gap,B1
,
goal,B1
,
ground,B1
,
